	County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
2432	Campbell	TN	85	19.4	6.9	12.0	2470.0	2340.0
2433	Cannon	TN	50	12.6	8.3	17.7	1469.0	1343.0
2434	Carroll	TN	49	15.0	12.6	16.6	1832.0	2164.0
2435	Carter	TN	173	16.6	9.1	12.1	2956.0	3189.0
2436	Cheatham	TN	128	8.8	4.1	13.5	2448.0	1343.0
2437	Chester	TN	55	13.8	11.1	9.2	1784.0	1477.0
2438	Claiborne	TN	71	18.3	4.5	17.5	1780.0	1739.0
2439	Clay	TN	34	16.8	9.7	12.1	793.0	980.0
2440	Cocke	TN	80	19.4	4.3	15.5	2085.0	2038.0
2441	Coffee	TN	119	13.2	9.2	17.7	3266.0	2668.0
2442	Crockett	TN	55	14.9	8.5	12.7	1814.0	1887.0
2443	Cumberland	TN	75	14.1	4.4	17.5	2518.0	2658.0
2444	Davidson	TN	1145	13.5	8.7	13.7	26453.0	15495.0
2445	Decatur	TN	35	15.1	5.1	12.7	1321.0	1619.0
2446	DeKalb	TN	60	14.7	7.4	36.3	2054.0	1947.0
2447	Dickson	TN	94	11.6	5.4	13.3	3146.0	2075.0
2448	Dyer	TN	74	15.3	12.0	15.0	2491.0	2191.0
2449	Fayette	TN	49	11.1	10.4	11.4	2024.0	1413.0
2450	Fentress	TN	34	20.2	9.7	9.3	2066.0	1969.0
2451	Franklin	TN	74	12.5	3.4	17.3	2323.0	2080.0
2452	Gibson	TN	80	13.7	13.2	19.4	3104.0	3556.0
2453	Giles	TN	48	12.9	9.7	15.4	1759.0	1713.0
2454	Grainger	TN	79	15.8	5.7	16.3	2505.0	2089.0
2455	Greene	TN	105	14.1	9.0	12.9	3675.0	3643.0
2456	Grundy	TN	41	20.2	3.4	19.9	1984.0	1655.0
2457	Hamblen	TN	372	13.9	5.3	12.0	4121.0	3075.0
2458	Hamilton	TN	573	13.3	10.1	11.0	11872.0	9553.0
2459	Hancock	TN	30	23.9	7.8	0.0	725.0	848.0
2460	Hardeman	TN	42	18.4	15.5	11.7	3379.0	2829.0
2461	Hardin	TN	45	17.3	10.5	16.4	2843.0	3088.0
2462	Hawkins	TN	115	14.1	7.4	14.6	3233.0	2696.0
2463	Haywood	TN	37	17.1	12.6	10.8	2937.0	2248.0
2464	Henderson	TN	51	12.9	9.7	17.6	3393.0	2971.0
2465	Henry	TN	56	14.6	11.0	18.5	1821.0	2180.0
2466	Hickman	TN	39	14.7	6.9	23.5	2691.0	2157.0
2467	Houston	TN	40	14.4	6.5	0.0	1026.0	977.0
2468	Humphreys	TN	34	12.0	9.5	19.4	2069.0	1973.0
2469	Jackson	TN	36	16.8	8.2	25.2	1096.0	1395.0
2470	Jefferson	TN	177	13.4	5.3	8.5	2656.0	2170.0
2471	Johnson	TN	61	19.3	11.1	18.7	1596.0	1959.0
2472	Knox	TN	796	12.7	6.1	12.2	14567.0	10953.0
2473	Lake	TN	46	26.3	7.0	0.0	810.0	1022.0
2474	Lauderdale	TN	57	17.8	11.3	11.1	3926.0	2971.0
2475	Lawrence	TN	67	14.4	5.9	13.9	2886.0	2103.0
2476	Lewis	TN	41	14.9	5.6	15.9	1366.0	1218.0
2477	Lincoln	TN	57	13.2	7.8	14.2	1923.0	1880.0
2478	Loudon	TN	190	10.4	8.6	11.7	2429.0	2219.0
2479	McMinn	TN	119	13.8	4.6	8.0	3049.0	2677.0
2480	McNairy	TN	45	15.6	9.0	16.5	3207.0	3119.0
2481	Macon	TN	70	14.9	8.7	15.3	2538.0	2024.0
2482	Madison	TN	170	14.0	11.4	10.3	6693.0	4390.0
2483	Marion	TN	56	13.7	7.5	0.0	1734.0	1550.0
2484	Marshall	TN	76	11.1	8.8	18.1	1815.0	1340.0
2485	Maury	TN	124	11.6	7.2	14.8	5016.0	3471.0
2486	Meigs	TN	60	15.9	7.9	11.4	1368.0	980.0
2487	Monroe	TN	68	14.9	8.6	12.2	2665.0	1984.0
2488	Montgomery	TN	273	12.3	8.7	13.1	7010.0	2581.0
2489	Moore	TN	47	9.7	0.0	0.0	526.0	514.0
2490	Morgan	TN	39	16.5	10.9	10.4	2225.0	1806.0
2491	Obion	TN	59	12.8	8.6	10.7	2099.0	1921.0
2492	Overton	TN	47	15.7	4.3	15.2	2279.0	2434.0
2493	Perry	TN	18	14.2	7.1	20.0	934.0	946.0
2494	Pickett	TN	30	15.7	0.0	25.6	527.0	633.0
2495	Polk	TN	37	14.0	11.5	16.5	1934.0	1884.0
2496	Putnam	TN	166	14.2	7.4	13.6	4207.0	3162.0
2497	Rhea	TN	95	14.3	7.6	12.9	1981.0	1471.0
2498	Roane	TN	147	13.2	6.0	17.3	2857.0	3020.0
2499	Robertson	TN	127	9.7	4.0	13.5	4269.0	2460.0
2500	Rutherford	TN	353	9.2	6.4	11.8	9107.0	3549.0
2501	Scott	TN	41	19.5	5.8	14.0	2981.0	2051.0
2502	Sequatchie	TN	48	14.4	6.2	10.9	1411.0	1032.0
2503	Sevier	TN	134	12.4	7.1	11.4	4623.0	3335.0
2504	Shelby	TN	1205	16.6	14.0	9.9	42781.0	23554.0
2505	Smith	TN	59	11.9	2.6	7.0	2132.0	1908.0
2506	Stewart	TN	28	12.7	10.2	17.7	1408.0	1397.0
2507	Sullivan	TN	370	12.8	7.1	12.7	4899.0	5457.0
2508	Sumner	TN	274	9.5	6.6	11.3	5488.0	3295.0
2509	Tipton	TN	122	11.5	12.5	9.0	3530.0	2236.0
2510	Trousdale	TN	67	12.9	3.7	24.4	912.0	850.0
2511	Unicoi	TN	94	12.8	9.4	12.0	1875.0	2203.0
2512	Union	TN	85	16.8	4.5	13.9	2156.0	1511.0
2513	Van Buren	TN	20	15.2	9.6	0.0	578.0	514.0
2514	Warren	TN	92	15.3	5.0	13.7	2779.0	1978.0
2515	Washington	TN	345	13.6	10.8	13.4	3896.0	3503.0
2516	Wayne	TN	23	17.3	8.0	16.9	1684.0	1700.0
2517	Weakley	TN	58	14.7	8.4	12.2	1914.0	1847.0
2518	White	TN	64	14.8	7.1	16.1	2819.0	2774.0
2519	Williamson	TN	264	5.1	4.2	6.6	5266.0	2121.0
2520	Wilson	TN	176	7.9	5.3	14.6	6257.0	3592.0
2521	Anderson	TX	53	20.1	6.4	17.4	3298.0	3018.0
2522	Andrews	TX	8	15.0	10.7	13.6	2094.0	1093.0
2523	Angelina	TX	102	17.3	6.4	13.0	6401.0	3955.0
2524	Aransas	TX	98	18.5	7.0	18.8	2362.0	2560.0
2525	Archer	TX	10	9.1	8.9	0.0	1005.0	677.0
2526	Armstrong	TX	2	9.7	0.0	0.0	227.0	266.0
2527	Atascosa	TX	35	19.0	8.8	17.1	3164.0	1571.0
2528	Austin	TX	40	11.3	5.7	11.3	3236.0	2522.0
2529	Bailey	TX	8	17.9	7.3	0.0	1207.0	615.0
2530	Bandera	TX	25	12.4	7.6	22.2	1726.0	1407.0
2531	Bastrop	TX	79	12.6	5.6	16.4	4464.0	2265.0
2532	Baylor	TX	4	16.7	0.0	0.0	409.0	700.0
2533	Bee	TX	37	24.6	6.7	14.1	1938.0	1123.0
2534	Bell	TX	242	14.8	7.5	11.5	16694.0	4819.0
2535	Bexar	TX	1218	17.6	7.0	10.3	73703.0	30791.0
2536	Blanco	TX	13	10.5	5.7	23.1	949.0	917.0
2537	Borden	TX	1	6.9	0.0	0.0	37.0	40.0
2538	Bosque	TX	18	14.3	8.2	14.8	2013.0	2641.0
2539	Bowie	TX	102	17.5	8.2	12.4	5751.0	4922.0
2540	Brazoria	TX	201	11.5	5.0	13.4	12713.0	5183.0
2541	Brazos	TX	267	18.9	4.4	8.8	6781.0	2343.0
2542	Brewster	TX	1	17.5	11.4	24.9	1156.0	779.0
2543	Briscoe	TX	2	15.7	0.0	0.0	242.0	225.0
2544	Brooks	TX	8	29.5	3.1	15.0	1417.0	773.0
2545	Brown	TX	41	18.1	11.2	8.3	2502.0	2386.0
2546	Burleson	TX	26	15.5	6.5	13.5	2185.0	1613.0
2547	Burnet	TX	42	11.9	6.8	13.2	2364.0	1920.0
2548	Caldwell	TX	67	14.7	7.4	14.0	2580.0	1405.0
2549	Calhoun	TX	40	16.3	3.6	9.9	3372.0	1671.0
2550	Callahan	TX	15	14.3	6.6	18.2	1347.0	1409.0
2551	Cameron	TX	418	29.5	5.0	6.5	25617.0	6178.0
2552	Camp	TX	62	18.2	3.6	15.6	1837.0	1479.0
2553	Carson	TX	7	9.0	14.7	0.0	763.0	646.0
2554	Cass	TX	32	17.4	11.0	13.6	1728.0	1954.0
2555	Castro	TX	9	19.7	3.3	0.0	1360.0	652.0
2556	Chambers	TX	47	10.6	6.5	10.4	3061.0	1763.0
2557	Cherokee	TX	46	18.2	7.4	18.8	3640.0	2674.0
2558	Childress	TX	11	21.2	7.5	20.2	891.0	944.0
2559	Clay	TX	10	11.1	9.2	0.0	961.0	1074.0
2560	Cochran	TX	4	22.7	0.0	0.0	551.0	381.0
2561	Coke	TX	4	14.8	0.0	0.0	325.0	607.0
2562	Coleman	TX	7	20.6	12.0	15.5	1106.0	1595.0
2563	Collin	TX	778	5.4	4.0	7.5	29125.0	6159.0
2564	Collingsworth	TX	3	18.5	0.0	0.0	392.0	497.0
2565	Colorado	TX	22	15.6	8.6	11.7	2564.0	2615.0
2566	Comal	TX	171	9.9	5.9	9.3	5578.0	3462.0
2567	Comanche	TX	15	18.0	4.8	14.7	1606.0	2009.0
2568	Concho	TX	4	18.6	0.0	0.0	251.0	361.0
2569	Cooke	TX	44	13.6	8.4	11.3	2506.0	1930.0
2570	Coryell	TX	72	15.7	7.8	11.1	4850.0	1672.0
2571	Cottle	TX	2	19.5	0.0	0.0	202.0	286.0
2572	Crane	TX	5	11.8	7.6	0.0	587.0	372.0
2573	Crockett	TX	1	15.1	0.0	0.0	543.0	397.0
2574	Crosby	TX	7	22.8	5.0	0.0	1116.0	813.0
2575	Culberson	TX	1	23.1	0.0	0.0	448.0	208.0
2576	Dallam	TX	4	14.4	13.6	0.0	1068.0	553.0
2577	Dallas	TX	2621	16.9	6.8	10.6	128098.0	42119.0
2578	Dawson	TX	16	22.5	7.5	8.2	2117.0	1450.0
2579	Deaf Smith	TX	12	17.7	8.8	9.4	3651.0	1563.0
2580	Delta	TX	20	16.1	7.2	0.0	618.0	772.0
2581	Denton	TX	624	8.3	5.3	8.8	24872.0	5750.0
2582	DeWitt	TX	23	19.0	5.9	12.9	2295.0	2757.0
2583	Dickens	TX	3	18.5	0.0	0.0	228.0	419.0
2584	Dimmit	TX	8	28.3	6.5	0.0	1707.0	869.0
2585	Donley	TX	4	16.4	19.9	0.0	407.0	577.0
2586	Duval	TX	7	25.2	3.9	8.7	2041.0	1209.0
2587	Eastland	TX	20	18.1	9.9	10.9	2223.0	2875.0
2588	Ector	TX	139	19.3	6.4	11.2	6752.0	3110.0
2589	Edwards	TX	1	22.8	0.0	0.0	248.0	190.0
2590	Ellis	TX	142	10.9	5.8	11.8	5662.0	2694.0
2591	El Paso	TX	712	25.7	4.1	7.5	42470.0	12662.0
2592	Erath	TX	31	15.8	4.4	11.6	2248.0	1586.0
2593	Falls	TX	23	21.6	8.3	11.8	2164.0	2385.0
2594	Fannin	TX	37	15.4	5.6	14.5	1780.0	2116.0
2595	Fayette	TX	24	12.5	5.3	13.0	2519.0	3054.0
2596	Fisher	TX	5	14.3	0.0	0.0	409.0	596.0
2597	Floyd	TX	7	20.5	10.6	0.0	1263.0	842.0
2598	Foard	TX	2	15.6	0.0	0.0	191.0	226.0
2599	Fort Bend	TX	530	8.4	4.6	9.5	16800.0	4795.0
2600	Franklin	TX	36	13.7	7.1	0.0	928.0	1058.0
2601	Freestone	TX	21	15.0	9.7	20.7	2047.0	2070.0
2602	Frio	TX	14	27.8	6.4	0.0	2647.0	1171.0
2603	Gaines	TX	10	18.9	5.1	0.0	2622.0	966.0
2604	Galveston	TX	697	13.7	8.3	14.4	11571.0	6808.0
2605	Garza	TX	6	19.5	4.8	0.0	678.0	573.0
2606	Gillespie	TX	22	10.8	5.0	17.9	2196.0	2708.0
2607	Glasscock	TX	1	10.4	0.0	0.0	171.0	55.0
2608	Goliad	TX	8	15.2	5.9	18.1	743.0	684.0
2609	Gonzales	TX	18	18.8	4.3	11.2	2827.0	2106.0
2610	Gray	TX	23	15.0	8.9	16.1	2778.0	2792.0
2611	Grayson	TX	125	13.5	7.2	14.0	4718.0	3705.0
2612	Gregg	TX	422	16.4	6.8	18.4	5568.0	3556.0
2613	Grimes	TX	32	16.8	6.1	17.4	3102.0	2294.0
2614	Guadalupe	TX	145	12.1	6.1	10.4	5925.0	3210.0
2615	Hale	TX	36	20.1	8.0	0.0	3230.0	1509.0
2616	Hall	TX	4	22.4	3.8	0.0	579.0	610.0
2617	Hamilton	TX	10	15.8	7.1	32.1	924.0	1433.0
2618	Hansford	TX	6	13.7	3.9	0.0	833.0	566.0
2619	Hardeman	TX	6	16.5	9.9	0.0	566.0	717.0
2620	Hardin	TX	57	12.5	5.4	13.6	3160.0	2369.0
2621	Harris	TX	2136	16.2	6.0	10.8	195600.0	62223.0
2622	Harrison	TX	71	16.1	8.4	11.3	4029.0	3087.0
2623	Hartley	TX	4	9.4	12.4	0.0	683.0	343.0
2624	Haskell	TX	6	19.9	6.8	0.0	655.0	1015.0
2625	Hays	TX	184	12.4	3.2	10.5	7602.0	2683.0
2626	Hemphill	TX	4	9.6	0.0	0.0	414.0	343.0
2627	Henderson	TX	92	16.6	7.0	17.3	4834.0	4505.0
2628	Hidalgo	TX	432	31.0	4.0	5.2	46999.0	9118.0
2629	Hill	TX	37	16.1	6.3	17.8	2385.0	2076.0
2630	Hockley	TX	25	17.5	3.2	10.8	3502.0	2017.0
2631	Hood	TX	114	11.1	5.9	14.0	2363.0	2356.0
2632	Hopkins	TX	43	14.7	6.6	13.2	2287.0	1870.0
2633	Houston	TX	19	21.4	5.7	15.8	2537.0	3155.0
2634	Howard	TX	36	19.8	5.9	17.0	2215.0	1868.0
2635	Hudspeth	TX	1	28.6	0.0	0.0	417.0	181.0
2636	Hunt	TX	98	15.4	6.4	15.3	5436.0	3759.0
2637	Hutchinson	TX	25	12.6	8.9	15.5	3249.0	2559.0
2638	Irion	TX	2	10.6	0.0	0.0	138.0	125.0
2639	Jack	TX	10	14.1	8.6	0.0	899.0	921.0
2640	Jackson	TX	17	14.1	3.4	10.1	1954.0	1593.0
2641	Jasper	TX	38	18.4	6.8	14.9	2500.0	2026.0
2642	Jeff Davis	TX	1	14.6	0.0	0.0	173.0	191.0
2643	Jefferson	TX	274	18.1	8.8	10.7	10114.0	7718.0
2644	Jim Hogg	TX	4	22.5	7.0	0.0	784.0	496.0
2645	Jim Wells	TX	47	22.0	5.1	6.3	3127.0	1756.0
2646	Johnson	TX	201	10.9	6.2	12.5	5839.0	3211.0
2647	Jones	TX	21	20.6	10.3	19.2	1836.0	2151.0
2648	Karnes	TX	20	23.7	6.8	13.3	1773.0	1571.0
2649	Kaufman	TX	113	11.5	5.0	16.3	5644.0	3490.0
2650	Kendall	TX	43	9.2	2.9	19.0	2973.0	2130.0
2651	Kenedy	TX	0	13.2	0.0	0.0	64.0	40.0
2652	Kent	TX	1	9.4	0.0	0.0	62.0	155.0
2653	Kerr	TX	42	13.7	6.7	13.1	2535.0	3122.0
2654	Kimble	TX	4	17.1	10.5	0.0	514.0	586.0
2655	King	TX	0	14.9	0.0	0.0	26.0	12.0
2656	Kinney	TX	2	19.5	0.0	0.0	382.0	365.0
2657	Kleberg	TX	35	22.8	5.5	8.3	2562.0	1143.0
2658	Knox	TX	4	20.9	0.0	0.0	538.0	647.0
2659	Lamar	TX	54	17.8	5.1	18.6	3323.0	2890.0
2660	Lamb	TX	14	19.4	9.6	13.8	2295.0	1798.0
2661	Lampasas	TX	28	13.8	9.8	18.3	2362.0	1802.0
2662	La Salle	TX	4	26.9	6.0	0.0	920.0	522.0
2663	Lavaca	TX	20	13.3	4.7	11.7	2350.0	2726.0
2664	Lee	TX	26	12.3	4.7	8.5	2118.0	1498.0
2665	Leon	TX	15	14.4	5.6	21.1	1772.0	1953.0
2666	Liberty	TX	65	16.3	6.8	15.9	5284.0	3400.0
2667	Limestone	TX	25	18.0	5.1	15.8	2823.0	3084.0
2668	Lipscomb	TX	3	13.7	0.0	0.0	384.0	361.0
2669	Live Oak	TX	11	17.8	5.6	15.3	1182.0	1038.0
2670	Llano	TX	20	12.3	8.0	17.8	1348.0	2485.0
2671	Loving	TX	0	13.4	0.0	0.0	2.0	5.0
2672	Lubbock	TX	280	17.6	5.8	12.8	11838.0	6008.0
2673	Lynn	TX	7	18.9	8.4	16.3	919.0	679.0
2674	McCulloch	TX	7	20.6	6.9	12.1	1104.0	1300.0
2675	McLennan	TX	216	18.0	8.2	9.5	9877.0	5923.0
2676	McMullen	TX	1	13.4	0.0	0.0	53.0	84.0
2677	Madison	TX	28	19.4	6.6	12.1	1491.0	1340.0
2678	Marion	TX	29	21.2	7.6	12.5	1141.0	1435.0
2679	Martin	TX	5	17.2	6.3	0.0	706.0	477.0
2680	Mason	TX	4	14.2	0.0	0.0	330.0	559.0
2681	Matagorda	TX	34	18.1	7.2	13.3	2768.0	1886.0
2682	Maverick	TX	40	29.8	3.7	6.1	5148.0	1319.0
2683	Medina	TX	32	16.2	5.8	9.2	2756.0	1565.0
2684	Menard	TX	2	21.4	0.0	0.0	247.0	370.0
2685	Midland	TX	135	15.4	6.5	12.6	5498.0	2805.0
2686	Milam	TX	25	16.7	4.8	9.7	3412.0	2904.0
2687	Mills	TX	7	16.2	0.0	22.3	471.0	750.0
2688	Mitchell	TX	10	22.0	4.7	14.4	945.0	1200.0
2689	Montague	TX	21	14.8	2.9	18.6	2283.0	3014.0
2690	Montgomery	TX	362	10.4	6.4	15.8	14960.0	6517.0
2691	Moore	TX	23	14.0	7.8	13.5	3951.0	1409.0
2692	Morris	TX	51	17.1	4.7	19.9	1633.0	1805.0
2693	Motley	TX	1	15.4	0.0	0.0	140.0	214.0
2694	Nacogdoches	TX	64	19.9	7.7	10.0	4305.0	2668.0
2695	Navarro	TX	48	17.2	7.9	15.2	3420.0	2617.0
2696	Newton	TX	15	20.1	4.8	10.5	1623.0	1418.0
2697	Nolan	TX	16	20.1	6.3	16.5	2294.0	1939.0
2698	Nueces	TX	383	19.6	6.0	10.7	15100.0	7536.0
2699	Ochiltree	TX	10	11.9	3.7	17.3	1470.0	792.0
2700	Oldham	TX	1	13.2	0.0	0.0	238.0	188.0
2701	Orange	TX	238	14.5	7.3	13.5	5498.0	4370.0
2702	Palo Pinto	TX	29	16.3	9.9	18.0	1818.0	1713.0
2703	Panola	TX	29	14.6	11.1	8.6	2774.0	2528.0
2704	Parker	TX	114	11.0	5.4	13.5	5593.0	3711.0
2705	Parmer	TX	11	14.6	14.3	14.1	1718.0	863.0
2706	Pecos	TX	3	21.0	8.1	11.7	2202.0	1183.0
2707	Polk	TX	44	16.8	7.2	17.7	2488.0	2755.0
2708	Potter	TX	132	20.8	10.1	19.7	6516.0	3683.0
2709	Presidio	TX	2	27.7	2.3	0.0	1429.0	459.0
2710	Rains	TX	49	14.2	11.1	12.8	897.0	999.0
2711	Randall	TX	120	8.5	8.8	14.6	6513.0	3701.0
2712	Reagan	TX	3	12.7	1.9	0.0	574.0	288.0
2713	Real	TX	4	20.6	0.0	0.0	326.0	389.0
2714	Red River	TX	13	19.0	4.7	21.2	1682.0	2180.0
2715	Reeves	TX	4	27.1	5.3	8.8	2118.0	1112.0
2716	Refugio	TX	10	15.9	1.1	0.0	993.0	903.0
2717	Roberts	TX	1	7.3	0.0	0.0	65.0	99.0
2718	Robertson	TX	19	19.1	3.8	13.6	2360.0	2039.0
2719	Rockwall	TX	489	6.8	5.0	13.9	3631.0	1509.0
2720	Runnels	TX	10	18.3	8.2	14.0	1494.0	1521.0
2721	Rusk	TX	52	15.3	8.4	13.4	2972.0	2705.0
2722	Sabine	TX	21	16.4	13.6	14.6	1069.0	1683.0
2723	San Augustine	TX	17	19.8	6.4	21.6	1042.0	1296.0
2724	San Jacinto	TX	43	17.6	5.2	20.1	2313.0	2013.0
2725	San Patricio	TX	100	17.9	6.8	10.1	5766.0	2686.0
2726	San Saba	TX	5	18.3	3.4	0.0	631.0	790.0
2727	Schleicher	TX	2	16.4	0.0	0.0	376.0	317.0
2728	Scurry	TX	18	17.4	2.5	11.6	2224.0	1759.0
2729	Shackelford	TX	3	12.9	0.0	0.0	345.0	465.0
2730	Shelby	TX	33	18.5	10.1	10.2	3561.0	3211.0
2731	Sherman	TX	3	13.1	0.0	0.0	400.0	281.0
2732	Smith	TX	205	14.7	8.6	15.8	8300.0	5289.0
2733	Somervell	TX	40	10.1	5.0	17.6	873.0	683.0
2734	Starr	TX	50	36.2	4.9	5.8	7325.0	1340.0
2735	Stephens	TX	11	19.1	6.9	11.4	1269.0	1188.0
2736	Sterling	TX	1	12.0	0.0	0.0	148.0	111.0
2737	Stonewall	TX	1	16.2	0.0	0.0	176.0	260.0
2738	Sutton	TX	3	13.6	3.5	0.0	643.0	359.0
2739	Swisher	TX	9	20.1	6.9	14.4	1268.0	877.0
2740	Tarrant	TX	1877	12.9	7.5	9.8	80771.0	29109.0
2741	Taylor	TX	137	16.3	8.4	10.4	6065.0	3555.0
2742	Terrell	TX	0	18.0	0.0	0.0	95.0	132.0
2743	Terry	TX	14	21.8	1.6	12.3	2036.0	1218.0
2744	Throckmorton	TX	2	12.9	0.0	0.0	169.0	263.0
2745	Titus	TX	72	16.4	5.5	15.1	2546.0	1338.0
2746	Tom Green	TX	68	16.7	8.0	15.9	4738.0	3035.0
2747	Travis	TX	898	13.9	5.8	12.9	43572.0	12200.0
2748	Trinity	TX	21	17.8	12.6	19.0	1544.0	1892.0
2749	Tyler	TX	22	17.5	13.1	12.1	2219.0	2448.0
2750	Upshur	TX	64	15.9	7.3	15.4	2332.0	2101.0
2751	Upton	TX	2	16.3	0.0	0.0	487.0	349.0
2752	Uvalde	TX	17	23.4	4.7	7.7	2350.0	1174.0
2753	Val Verde	TX	15	22.4	5.7	8.8	4568.0	1561.0
2754	Van Zandt	TX	62	14.0	4.3	20.2	3053.0	2930.0
2755	Victoria	TX	97	15.5	6.1	11.2	6733.0	3466.0
2756	Walker	TX	80	19.4	6.2	13.8	3069.0	2139.0
2757	Waller	TX	68	17.5	3.2	12.1	2466.0	1189.0
2758	Ward	TX	12	17.1	7.1	10.4	1573.0	1073.0
2759	Washington	TX	52	13.6	4.6	5.8	1956.0	1729.0
2760	Webb	TX	67	27.1	5.3	6.0	17803.0	3046.0
2761	Wharton	TX	38	15.6	5.3	10.3	3185.0	2056.0
2762	Wheeler	TX	5	13.8	7.6	23.7	574.0	883.0
2763	Wichita	TX	201	15.6	8.9	13.2	5643.0	3875.0
2764	Wilbarger	TX	14	15.9	6.7	9.6	1995.0	1844.0
2765	Willacy	TX	34	30.2	4.0	5.8	3972.0	1186.0
2766	Williamson	TX	297	6.9	4.9	7.9	14947.0	3857.0
2767	Wilson	TX	47	12.0	6.9	9.0	2171.0	1313.0
2768	Winkler	TX	8	16.4	5.0	21.9	1120.0	762.0
2769	Wise	TX	63	10.8	6.2	13.3	3392.0	2131.0
2770	Wood	TX	63	15.2	8.4	14.8	2135.0	2603.0
2771	Yoakum	TX	9	15.5	3.6	17.8	1256.0	566.0
2772	Young	TX	20	16.4	6.4	17.2	2222.0	2563.0
2773	Zapata	TX	13	27.0	5.0	10.5	2409.0	851.0
2774	Zavala	TX	9	32.7	4.8	12.1	2125.0	922.0
2775	Beaver	UT	2	10.1	7.4	17.3	1167.0	558.0
2776	Box Elder	UT	8	8.4	3.3	15.0	3976.0	1441.0
2777	Cache	UT	84	11.4	5.2	12.9	11237.0	2133.0
2778	Carbon	UT	13	13.5	5.7	28.0	3107.0	1933.0
2779	Daggett	UT	1	6.2	0.0	0.0	102.0	48.0
2780	Davis	UT	881	7.4	3.4	13.6	15592.0	3524.0
2781	Duchesne	UT	5	14.3	5.7	26.8	2717.0	995.0
2782	Emery	UT	2	11.6	5.8	17.6	1695.0	706.0
2783	Garfield	UT	1	10.0	9.7	0.0	679.0	392.0
2784	Grand	UT	2	13.9	7.8	23.8	1152.0	631.0
2785	Iron	UT	12	14.5	6.2	14.5	3841.0	888.0
2786	Juab	UT	3	9.7	5.9	14.6	1640.0	590.0
2787	Kane	UT	2	9.0	6.7	0.0	837.0	530.0
2788	Millard	UT	2	11.7	6.9	24.7	1922.0	1038.0
2789	Morgan	UT	13	4.7	4.4	16.0	1003.0	301.0
2790	Piute	UT	2	13.8	0.0	0.0	188.0	169.0
2791	Rich	UT	2	7.7	0.0	0.0	266.0	117.0
2792	Salt Lake	UT	1286	9.8	5.3	15.9	54909.0	15734.0
2793	San Juan	UT	2	22.6	4.7	13.5	2647.0	723.0
2794	Sanpete	UT	15	13.5	5.0	14.6	3678.0	1547.0
2795	Sevier	UT	10	11.8	6.6	21.4	3139.0	1547.0
2796	Summit	UT	19	5.6	2.5	10.8	2405.0	472.0
2797	Tooele	UT	7	7.7	5.1	13.6	4938.0	1139.0
2798	Uintah	UT	6	12.4	5.5	20.4	2366.0	898.0
2799	Utah	UT	222	11.2	5.7	11.3	31601.0	5094.0
2800	Wasatch	UT	16	6.3	5.3	15.1	2863.0	836.0
2801	Washington	UT	49	11.4	5.6	18.9	9546.0	3538.0
2802	Wayne	UT	1	11.5	0.0	0.0	408.0	211.0
2803	Weber	UT	366	9.9	5.6	17.9	12065.0	4158.0
2804	Addison	VT	48	8.7	4.9	8.9	1848.0	1323.0
2805	Bennington	VT	55	10.0	5.6	9.0	1784.0	1926.0
2806	Caledonia	VT	47	11.3	4.6	11.2	1510.0	1416.0
2807	Chittenden	VT	278	7.6	3.5	13.5	4915.0	2936.0
2808	Essex	VT	10	12.3	0.0	24.6	565.0	601.0
2809	Franklin	VT	75	9.5	8.5	10.3	2945.0	1860.0
2810	Grand Isle	VT	93	7.2	8.5	0.0	1947.0	472.0
2811	Lamoille	VT	53	8.8	5.0	10.0	2721.0	1676.0
2812	Orange	VT	43	9.2	3.9	13.9	1284.0	1155.0
2813	Orleans	VT	40	13.2	2.9	13.8	1393.0	1334.0
2814	Rutland	VT	68	10.3	6.4	14.4	3126.0	3066.0
2815	Washington	VT	86	8.4	5.2	13.3	3089.0	2469.0
2816	Windham	VT	56	9.7	3.2	13.2	2180.0	2067.0
2817	Windsor	VT	60	8.7	3.4	15.1	2385.0	2697.0
2818	Accomack	VA	87	15.4	8.8	11.1	2265.0	2297.0
2819	Albemarle	VA	126	7.6	7.1	10.6	5048.0	2936.0
2820	Alleghany	VA	38	11.1	7.8	11.7	1863.0	2221.0
2821	Amelia	VA	34	9.7	9.7	9.7	1379.0	1153.0
2822	Amherst	VA	68	11.1	3.6	13.1	1653.0	1525.0
2823	Appomattox	VA	42	12.4	9.2	11.9	1592.0	1390.0
2824	Arlington	VA	7575	7.4	4.2	7.6	8541.0	3244.0
2825	Augusta	VA	72	7.7	7.0	11.4	3430.0	2608.0
2826	Bath	VA	9	8.0	0.0	0.0	443.0	635.0
2827	Bedford	VA	87	8.0	4.4	14.4	2962.0	2331.0
2828	Bland	VA	19	12.3	5.5	26.0	607.0	725.0
2829	Botetourt	VA	59	6.3	10.0	15.6	1496.0	1187.0
2830	Brunswick	VA	32	17.8	12.9	11.5	1816.0	2035.0
2831	Buchanan	VA	49	21.6	7.2	25.4	1258.0	1474.0
2832	Buckingham	VA	28	17.2	8.3	10.9	1346.0	1463.0
2833	Campbell	VA	104	11.6	7.1	9.2	3107.0	2248.0
2834	Caroline	VA	48	10.0	10.4	13.8	2898.0	2054.0
2835	Carroll	VA	62	13.9	6.3	11.5	1431.0	1574.0
